User ID,Total Hours Played
18074031,357.5
18109027,41.49999999999999
18149166,1199.7000000000003
18263482,18.8
18319108,0.1
18500119,870.6
18604016,446.9
18697313,1.2
18869916,2.2
18888504,37.0
18897058,1.1
19062398,1365.6
19085114,1699.8
19094181,3.9
19302548,91.2
19306933,0.2
19422331,5.7
19430377,3.0
19510434,16.700000000000003
19586574,206.70000000000002
19594216,0.3
19616379,169.29999999999998
19668647,204.0
19696244,2883.0999999999985
19925584,0.2
20200395,1138.9000000000003
20207081,5316.4
20321898,1.0
20362352,6.699999999999999
20363006,0.6
20366600,122.3
20464587,324.10000000000014
20557028,0.4
20566124,22.299999999999997
20626832,34.0
20630908,2.8
20643309,52.0
20683035,6.1
20704366,336.70000000000005
20772968,1395.0
20914736,193.0
20930269,0.1
21015565,0.3
21061921,2202.1999999999994
21075893,0.4
21138994,19.3
21144204,1.0
21316693,135.20000000000002
21406272,492.7
21416874,2.2
21535912,876.6
21539893,463.4000000000001
21557528,21.5
21580713,0.1
21590667,0.4
21683270,0.8
21796349,35.9
21861124,1587.8999999999999
21869048,796.0
21979395,913.6
22003611,401.2
22045474,18.8
22075531,799.1999999999999
22088241,2002.1000000000001
22283916,4681.700000000001
22301321,1460.7999999999981
22371742,220.59999999999985
22470137,31.0
22605909,128.6
22627659,1.9
22673724,0.8
22689481,39.6
22865756,950.9
22875444,3.6
22898075,7.3
23072560,11.7
23096237,15.8
23154676,3189.7
23181958,6.7
23225650,677.4
23241240,171.7
23306116,0.4
23333992,0.2
23337959,0.2
23386002,296.8
23472549,109.4
23492094,5346.799999999998
23608098,979.1000000000001
23643789,180.8
23663429,1.3
23672423,461.8999999999999
23714890,1.7
23717586,2390.9000000000005
23718710,3.0
23883383,311.9
24011187,477.70000000000005
24204083,1211.0
24334631,1.0
24366790,2288.1
24444528,0.8
24469287,2475.9999999999995
24610082,9.3
24632218,2351.7
24703611,8.9
24721232,6887.0
24841093,135.6
24858005,421.7
24889631,1.6
24919113,4375.8
24932641,12.799999999999999
24972502,7.7
25096601,501.7000000000001
25185866,0.2
25253730,92.60000000000001
25337857,1469.1
25411448,20.6
25445382,1.2
25452454,0.1
25490518,17.099999999999998
25539892,1952.1
25863903,71.8
25941262,89.8
25966326,0.1
26027937,498.3999999999999
26037697,7.5
26090223,3.3
26101823,0.2
26122540,182.3
26302344,227.20000000000002
26333936,140.3
26430231,964.9
26461910,329.0
26465134,2025.4
26572597,3.8
26583023,2.0
26633617,156.9
26636189,8.3
26637363,0.5
26729643,4672.800000000001
26753925,2.8
26762388,10470.100000000004
26789885,86.3
26802825,61.69999999999999
26808868,424.79999999999995
26813952,2.7
26822907,6.7
26861985,51.199999999999996
26897314,25.0
27023260,3.8
27029121,0.4
27037996,9.2
27099151,0.4
27100840,2.8
27115822,0.1
27117407,78.3
27139623,130.5
27152433,0.5
27168078,6.3
27169419,1265.9
27171538,716.5
27262175,923.1000000000001
27279261,3762.2000000000007
27338668,31.0
27403206,498.3000000000002
27417971,443.3
27424183,1.7
27543430,13.6
27545486,820.9000000000001
27579751,148.70000000000002
27633355,4.7
27685049,0.6
27689253,37.7
27691746,0.3
27770064,7.9
27804333,0.8
27835216,0.2
27871778,9.7
27872805,13.0
27873947,16.500000000000004
27901693,42.300000000000004
27925556,1.6
27944300,25.7
28031199,530.4
28040133,603.0
28041586,691.4
28064589,92.49999999999997
28113724,83.60000000000001
28116270,0.2
28229872,153.79999999999998
28236623,0.8
28257781,28.0
28424408,0.4
28425181,20.0
28443095,5.1
28453247,0.1
28453352,37.0
28472068,437.3000000000001
28608870,13.4
28633466,0.7
28648610,30.2
28696163,289.0
28705385,6.8
28711405,1510.0
28731346,18.099999999999998
28815669,41.2
28818246,0.2
28886158,28.0
28898493,0.4
28939171,29.8
28997716,297.09999999999997
29001140,7.6
29052354,128.6
29081256,13.1
29111100,1.1
29148231,174.79999999999998
29239329,448.49999999999994
29243200,2.1
29268335,34.5
29302014,614.6
29383643,0.2
29491264,0.3
29537499,77.8
29569611,23.2
29706117,76.80000000000001
29706146,0.5
29730534,869.0
29750135,0.1
29753085,1231.7999999999997
29764828,1285.9
29777760,6.2
29835809,7.3
29852387,596.4
29873979,1845.3999999999999
29915651,7.3
29962674,0.2
29983962,1775.6999999999998
30036927,2664.6
30042027,623.9999999999999
30061970,435.40000000000003
30064076,0.6
30067217,4.2
30115594,354.1
30129850,3.4
30172489,227.49999999999997
30221587,0.2
30239820,322.19999999999993
30246419,1219.6999999999985
30280104,6.8
30402259,86.0
30425578,687.1999999999999
30432648,759.7
30434868,0.6
30440303,2466.9999999999973
30452777,0.3
30454984,0.2
30500254,15.8
30503921,5.3
30519870,3101.3000000000015
30527047,437.9
30548861,0.2
30561172,1.2
30572170,1131.1999999999998
30583864,641.6
30588978,1378.2999999999997
30614573,57.3
30695285,36.2
30699429,231.69999999999993
30739537,57.5
30855460,6.6
30912860,427.0000000000001
30913209,3812.1
30988672,0.4
31007645,1152.9
31162433,176.20000000000002
31178210,59.0
31187179,2014.9999999999998
31241223,0.8
31260378,0.5
31385451,254.2
31425362,0.6
31500407,5.8
31559824,0.3
31662213,0.7
31668589,223.6
31669242,2976.499999999997
31727716,2375.4999999999995
31733621,220.3
31733654,2223.1
31764594,5.7
31817706,564.1
31839832,237.4
31849177,2030.1
31887051,145.0
31887973,1.3
31889811,1.1
31944667,17.6
32102983,805.3
32125590,77.39999999999999
32126281,6362.599999999998
32248913,14.6
32398422,5.6000000000000005
32415191,0.4
32467994,5459.200000000001
32488724,55.0
32498610,683.5
32577778,302.59999999999997
32592631,286.7
32644336,328.9
32710856,879.6
32749624,4937.3
32773537,0.4
32818456,8.9
32847394,1205.6
32939936,0.2
32965833,0.3
33013552,1459.800000000001
33017387,3.1
33029093,246.0
33071192,15.7
33096779,0.9
33098857,7.0
33121288,43.099999999999994
33214968,2094.1
33260507,1.4
33261284,1899.0
33279432,2.9000000000000004
33282871,1892.0999999999997
33300480,5.7
33362395,1445.0
33431754,0.1
33452361,153.0
33457161,75.8
33506449,11.8
33518079,413.2
33580866,483.7
33587126,11.0
33591806,0.9
33614428,9.3
33622085,3610.0
33651880,4219.499999999998
33659046,1963.3000000000002
33706322,153.7999999999999
33755449,3.7
33778112,5.0
33788990,20.0
33807030,2.1
33865373,2274.399999999997
33866564,1.6
33904278,404.2
33910513,150.79999999999998
33993318,20.6
33995654,1794.8
34040508,552.4000000000001
34102593,1386.2
34124250,0.2
34177747,5776.299999999999
34281672,383.6000000000001
34383588,9.6
34384042,17.799999999999997
34442062,1415.1999999999998
34556248,5.5
34582304,300.2
34658438,5.6000000000000005
34858979,10.899999999999999
34901647,1617.8999999999999
34919318,1860.5
34960438,27.0
34965931,11.6
34972055,389.0
35009482,678.6999999999999
35021321,0.1
35039277,389.9
35045250,0.3
35047392,396.0
35140004,531.0
35153301,236.2
35177894,217.9
35192299,258.2
35220143,1.8
35227774,1.1
35264447,125.39999999999999
35290890,0.2
35330593,34.2
35355224,7.1
35370794,104.0
35388317,15.100000000000001
35394734,43.0
35419030,1.9000000000000001
35433662,71.2
35442153,0.4
35489574,1.5
35560181,8.1
35606448,3.8
35640500,78.0
35701646,3699.2999999999997
35729292,2687.0
35849335,16.5
35864169,746.3999999999997
35937951,48.0
36017955,88.8
36109630,0.7
36122886,9.0
36154073,13.5
36271979,41.800000000000004
36288200,0.1
36349097,77.89999999999999
36404933,1427.599999999999
36439985,407.49999999999994
36464641,84.0
36502549,2799.899999999999
36546868,3222.6
36553207,956.0
36557643,1601.6999999999994
36581507,12.6
36611463,26.7
36714440,15.6
36757524,25.0
36775354,10.6
36791999,364.8999999999999
36856786,1.7
36910614,4.7
36915181,977.5
36978196,2073.3000000000006
37026839,48.9
37092665,9.7
37123018,0.5
37179655,239.0
37238717,15.1
37294596,388.6
37339809,1.6
37343172,165.0
37396841,14.9
37422528,4583.299999999999
37435998,828.1
37466720,165.9
37468189,42.7
37490443,1519.5999999999997
37565781,1.4
37706629,54.5
37708732,425.5
37723786,4370.200000000002
37727952,43.5
37766583,782.4000000000001
37827989,1865.3000000000004
37829487,76.90000000000002
37911248,148.0
37941785,2.2
38049880,4076.4999999999995
38055594,6.1000000000000005
38068919,365.0
38100517,51.5
38179194,129.1
38222088,11.5
38293596,647.5
38317154,4068.3
38323067,135.4
38337633,0.5
38342935,14.2
38436635,210.3
38465050,437.3000000000001
38523044,1.3
38731746,210.50000000000003
38736263,0.3
38763767,0.8
38781158,0.4
38885272,3.8
38950395,7.6
38968408,1.5
38990345,0.7
39028341,1498.3
39037163,3826.5999999999995
39044050,1.7
39052243,3.9
39061760,494.0
39082468,2406.4
39146470,84.8
39204929,0.4
39223571,0.2
39227796,0.6
39319649,687.1
39322716,105.1
39324546,5.2
39334748,207.60000000000002
39361297,129.0999999999999
39403038,79.5
39446138,24.6
39459129,0.7
39482136,0.4
39524248,29.0
39622853,1637.7000000000003
39673466,0.2
39758678,79.2
39760170,25.800000000000004
39798081,1045.0
39834113,1453.7999999999997
39869522,32.0
39899978,87.10000000000001
39911920,2290.0
39935274,0.4
39941720,419.9
39970405,12.1
39980669,5.4
39990790,4.3
40044821,0.9
40051659,305.09999999999997
40070349,0.1
40080833,4057.8999999999996
40084096,48.6
40130306,35.2
40212239,2521.100000000001
40237093,0.7
40280688,1215.9999999999998
40286953,42.0
40289887,78.4
40529387,0.1
40576653,347.0
40601456,570.0
40652120,72.5
40754921,40.2
40797591,6.5
40837142,17.4
40964799,0.2
40997928,0.3
41088397,2.2
41089194,4.3
41100002,51.0
41124938,0.2
41205215,393.0
41247053,0.2
41294957,11.8
41310195,31.0
41324040,18.4
41465526,2.4
41559627,27.599999999999998
41566004,155.0
41606445,2609.8999999999996
41719717,5128.600000000001
41746000,2.1
41751393,59.5
41843900,1.5
41846650,105.8
41847338,4.4
41883229,110.2
41883322,427.09999999999997
41887439,1090.6000000000001
41934963,257.0
41979706,0.4
41998087,0.1
42005897,3013.4
42017429,0.6
42020116,18.4
42029670,9.2
42043359,1.6
42061089,1004.0999999999999
42099265,1928.7
42127150,3.4
42198457,151.2
42223842,242.0
42298912,151.0
42326526,52.0
42363887,5384.299999999999
42380987,2210.1
42454699,35.0
42456478,21.0
42469578,0.4
42492910,1246.0
42507653,158.0
42542226,45.1
42648631,1701.0
42657809,6093.399999999997
42669917,0.2
42681063,961.4
42695514,960.5
42771635,1743.8000000000006
42777729,0.2
42849279,6766.2
42928788,578.3000000000001
42935819,8172.9
43114966,54.5
43160799,1091.1
43186470,28.400000000000002
43189361,77.60000000000001
43240189,1803.5
43248011,38.1
43284145,286.90000000000003
43321203,7.8
43360645,5030.400000000001
43395122,2.0
43446880,249.0
43455427,22.2
43462452,103.0
43521755,0.6
43565258,1.2
43607599,1089.0
43684632,9546.299999999988
43700700,26.700000000000003
43804972,259.0
43908860,522.0000000000001
43913966,3118.0000000000005
43936108,67.20000000000002
43955374,6094.299999999998
44010163,143.20000000000002
44021324,160.6
44085899,4.7
44147409,188.0
44147477,198.0
44153929,2101.5
44156169,396.6
44169472,222.4
44197725,24.0
44201412,12.7
44231506,123.2
44240866,982.0
44314169,1236.0000000000002
44321815,1462.3000000000006
44370809,201.9
44421638,1.5000000000000002
44426653,286.5
44472980,4221.899999999999
44482198,1295.8
44545959,3602.5999999999995
44755776,825.9000000000001
44762681,0.1
44866715,367.90000000000015
44874005,1398.3999999999999
44946470,69.1
44948554,25.1
45000709,7.2
45016429,0.1
45030250,757.0
45066450,3.6
45094639,17.6
45118807,715.2
45120292,62.0
45145682,99.19999999999999
45233261,10.0
45292137,1443.1999999999998
45314861,7.0
45353031,163.9
45411694,1854.0
45422636,368.70000000000005
45457930,19.0
45459546,77.0
45507376,0.6000000000000001
45532207,1109.8999999999999
45575299,20.0
45592640,2666.3
45617627,1673.3999999999999
45774794,550.6999999999998
45807245,11.600000000000001
45811573,19.8
45957399,42.3
45970552,1.4000000000000001
45974860,1794.6
45977895,19.4
46009414,82.4
46013902,13.2
46014950,7.4
46021731,0.1
46028967,1095.0
46030552,3819.5999999999995
46055854,2212.9000000000005
46115507,0.4
46172640,15.5
46178364,1425.4999999999998
46179654,17.4
46252394,1537.0
46276248,6.7
46301758,951.9999999999999
46397411,35.2
46405162,1145.6
46534663,46.7
46542904,4.5
46585543,7.300000000000001
46607365,1855.8
46637811,4958.600000000001
46759859,812.8
46785501,676.5999999999999
46916822,513.0
46951849,3882.0
46957399,2697.0
47021871,4.8
47031455,28.0
47063596,7161.000000000001
47144509,187.0
47163562,740.0
47164966,679.7
47227777,5.5
47240858,701.1
47271668,2072.7
47284807,42.5
47288156,624.9
47291376,4175.699999999999
47296055,50.1
47332601,3.1
47364777,11.899999999999999
47384202,1377.8000000000013
47384303,2023.8000000000009
47409520,6.6
47431457,7.7
47453568,227.0
47457723,4844.299999999994
47500408,740.4
47506504,0.4
47519224,0.9
47524459,451.7
47644729,1.1
47672756,117.19999999999997
47693543,148.0
47728342,260.20000000000005
47773209,15.600000000000001
47887890,3008.3
47978182,4.5
48028873,761.6999999999997
48058475,774.9
48063019,0.6
48080423,75.3
48118779,28.7
48149238,2207.0999999999995
48175931,168.5
48239695,445.0
48334326,64.6
48350308,0.1
48365975,15.399999999999999
48386574,254.29999999999998
48395915,36.0
48415876,3.7
48429360,0.2
48449055,170.5
48456902,422.6
48492052,31.599999999999998
48525807,5260.0
48603188,0.3
48626533,1110.6999999999998
48634782,0.5
48666962,919.3999999999999
48668697,79.0
48718309,201.8
48756018,40.0
48792936,66.0
48798067,9427.199999999997
48845802,411.6
48921893,57.0
48984158,3346.2999999999993
48984341,763.9
48985770,0.2
49050405,999.7999999999998
49063269,2483.5
49110638,23.0
49131499,3.0
49191483,667.6
49228258,2423.0000000000014
49287511,354.0
49312497,6356.000000000001
49319563,5.7
49342564,1912.8999999999999
49350285,1159.6999999999996
49372322,601.0
49380630,5525.9
49413665,597.1
49462664,2401.100000000001
49482847,0.1
49584661,15.0
49624770,404.90000000000003
49627054,4.5
49629862,148.8
49630184,1380.8999999999999
49655019,18.3
49669626,20.0
49688948,10.3
49718752,2.9
49724738,38.099999999999994
49754148,4.3
49759696,62.0
49767455,3271.8999999999996
49769103,265.4
49770308,9.3
49832324,66.9
49845280,91.0
49860185,3.1
49880470,0.5
49882352,188.0
49893565,6891.9
50032397,1310.5000000000002
50095094,133.39999999999998
50131557,710.3
50185776,28.0
50206331,1.3
50229934,1509.8000000000004
50246981,2.5
50255774,7.6
50269563,2.3
50275189,284.8
50305489,62.3
50426766,183.0
50487226,4.9
50500338,14.600000000000001
50553129,1203.3
50572608,315.3
50600002,105.69999999999999
50655415,2.1
50699197,7.3
50700418,659.1000000000003
50744279,924.9999999999998
50769696,1792.3999999999996
50797633,2948.7000000000003
50801801,195.59999999999994
50811344,6171.299999999997
50818751,6929.899999999999
50837658,1.4
50852108,37.0
50888871,150.5
50967861,18.8
51017857,11.3
51020486,53.7
51030531,16.4
51051260,39.0
51085779,2807.5
51132884,379.40000000000003
51293702,501.40000000000003
51300149,70.5
51382080,887.1000000000001
51512715,37.0
51557405,1814.6000000000001
51558260,14.7
51688538,8.6
51699341,79.8
51766884,1.7
51822361,3035.2000000000007
51905751,833.0
51941260,152.29999999999998
51951401,11.9
52038938,396.0
52072237,37.8
52093628,21.8
52181854,65.1
52192778,0.2
52203520,107.0
52217458,316.70000000000005
52255266,0.9
52293096,619.0
52321307,4118.500000000001
52352692,212.20000000000002
52435421,133.8
52472947,32.0
52545855,742.6
52567955,7836.7
52572702,192.0
52583581,1.5
52672853,0.2
52723676,238.3
52731290,9417.6
52781598,38.0
52811164,0.2
52863875,17.0
52907921,1028.0
52942891,153.20000000000002
53040574,0.3
53079481,3.0
53091150,1079.5000000000007
53097340,1025.1
53122638,28.0
53155177,80.8
53181165,2.6
53231205,14.8
53244117,3284.1
53245953,598.3
53258793,1523.1000000000001
53296539,73.0
53324742,5.2
53509003,71.2
53621752,1756.6999999999998
53691822,12.1
53711793,3062.7999999999993
53778883,15.2
53779471,1496.9999999999998
53784377,892.9
53823060,0.3
53826748,6.9
53875128,1346.4000000000008
53898495,3227.299999999999
53901705,2337.2999999999993
53957543,43.0
53964834,2903.0
53986832,5.8
53990357,14.1
54097980,3.1
54103616,2568.1000000000004
54124359,0.7999999999999999
54194546,338.1
54212914,59.4
54229062,0.2
54291917,204.20000000000002
54293428,2605.600000000001
54310644,1746.9999999999995
54353026,4.4
54402999,44.4
54444464,0.5
54477968,36.39999999999999
54507379,784.4
54568397,268.90000000000003
54637394,2514.0000000000005
54739142,4.4
54739475,663.0
54761333,1543.9999999999995
54819677,192.7
54826284,3161.2000000000007
54888069,8.299999999999999
54894744,8.4
54916182,2603.0
54934705,4.8
54990424,328.0
54992167,111.0
54999247,408.0
55016054,425.0
55112407,1869.0
55120589,6.199999999999999
55136688,47.2
55143039,76.7
55162535,1138.0
55229923,82.7
55300764,403.50000000000006
55319994,237.0
55334302,2025.2000000000003
55352649,515.1
55367062,585.0
55426012,2093.9000000000005
55429136,109.0
55446861,22.0
55457113,910.0
55464294,13.9
55498890,92.9
55502052,99.9
55522584,198.1
55623839,349.29999999999995
55635404,93.2
55672384,12.9
55739825,111.4
55745376,151.2
55751308,595.7000000000002
55755821,146.90000000000003
55761025,1757.9999999999993
55763270,4.7
55763300,1239.3
55776971,190.60000000000002
55837871,68.0
55906572,3960.6000000000004
55906627,494.0
55944717,17.3
55975168,3382.1999999999994
56002861,291.3
56014527,105.6
56038151,647.6999999999998
56091522,4.0
56157984,10.7
56198811,2.6
56219610,940.4999999999999
56256991,908.4
56333620,573.8000000000001
56413349,26.7
56416303,76.0
56436338,3506.0
56436989,492.7000000000001
56470008,283.2
56497895,46.3
56667587,0.2
56684410,42.199999999999996
56788879,1.8
56789999,557.2
56790646,3.1
56813714,474.8
56818301,4.4
56840402,315.90000000000003
56899274,219.5
56901667,276.8
56911639,646.9
56957512,715.1
56973040,56.1
57033787,308.5
57077457,0.6
57088976,11.9
57103808,1276.7000000000005
57166019,193.0
57181405,7.2
57194796,12.5
57223013,3.2
57226729,549.5
57234698,5.9
57271785,1207.9
57319696,96.0
57368001,1462.4999999999993
57415686,154.0
57424113,635.3
57433226,7741.499999999999
57451291,798.7
57500988,187.29999999999998
57530892,128.0
57541240,42.4
57564540,103.0
57603447,2649.600000000001
57695896,0.3
57755503,3.3
57770056,848.8000000000001
57782416,33.0
57788398,18.3
57798235,2233.9999999999995
57810800,52.4
57866383,0.7
57905818,5534.8
57912466,38.0
57918339,16.9
57974873,1273.9000000000003
58013959,0.5
58029555,184.2
58057627,1796.6
58117481,278.0
58121946,0.6
58129717,33.199999999999996
58152057,0.6
58182267,128.5
58192081,8.4
58217836,521.9000000000001
58223726,2974.0
58237510,2219.4
58252208,5.7
58280709,13.600000000000001
58289184,2517.5999999999995
58297398,2443.1000000000004
58298928,149.1
58312813,107.3
58316550,39.5
58330533,26.3
58345543,1374.9000000000017
58350807,88.0
58411748,618.3
58431944,735.4999999999999
58434367,1.5
58435428,2462.6999999999994
58439284,86.89999999999999
58476249,0.1
58481977,3923.6
58529751,705.1999999999999
58530556,947.1
58551955,8.1
58618147,1186.4
58640737,1877.4
58662652,44.0
58667850,87.0
58724834,874.4
58761868,3499.7
58768356,705.5
58794630,380.3
58830050,289.5
58882137,0.4
58893462,54.300000000000004
58897206,90.3
58905429,1274.6999999999994
58907890,511.6
58930204,236.5
58931437,223.00000000000003
58953935,789.3
58967365,0.3
58977564,495.59999999999997
59005471,1373.6
59050554,31.599999999999998
59081879,88.6
59087317,265.7
59099129,525.5
59101095,0.2
59103567,2.6
59107320,0.3
59115473,272.7
59155360,9.0
59157389,1314.7
59159042,0.4
59205262,465.3
59234901,908.5
59325851,443.6
59332369,162.1
59382844,2119.1000000000004
59383825,842.5
59467141,159.9
59477039,8.700000000000001
59529444,257.9
59536273,3227.6000000000004
59537590,20.4
59575100,289.3
59662830,4563.699999999999
59713285,221.5
59756932,294.09999999999997
59773143,397.5
59784301,0.5
59790700,661.9
59818635,93.6
59825286,1029.0999999999997
59837634,435.29999999999995
59854456,23.1
59866729,116.7
59925638,5052.9
59945701,467.80000000000007
60062528,58.9
60074997,41.300000000000004
60113114,498.3
60115727,2.2
60210313,780.5000000000001
60217594,2048.2999999999997
60227446,74.4
60260529,53.1
60296891,1316.6999999999996
60324268,1.9000000000000001
60343142,457.9
60424237,5.1
60439399,59.8
60549077,28.9
60557056,181.6
60594845,19.7
60608576,3175.2000000000003
60611062,3557.8000000000025
60706503,320.90000000000003
60736966,994.0
60744461,808.2999999999998
60760816,110.0
60820884,69.5
60828722,3.5
60859324,1598.4000000000003
60859695,886.4000000000001
60910490,228.2
60958088,417.7
60984151,13.7
61003041,27.7
61031710,551.4
61046224,468.8
61070572,1173.6999999999996
61086207,413.0
61099969,16.5
61189155,4894.700000000002
61216865,47.0
61274953,5.5
61276934,8.1
61289147,8.5
61367351,0.6
61378298,2.3
61389725,579.3
61409763,46.0
61428062,39.3
61439397,169.6
61444633,1.0
61495434,35.0
61502266,5.0
61506388,295.90000000000003
61506984,162.0
61530197,1.1
61541943,7.199999999999999
61614735,201.5
61628602,3.6
61632730,1646.8999999999996
61676491,2353.1999999999985
61753631,1120.3
61772065,1055.4
61779218,969.5000000000001
61806811,152.1
61823081,283.4
61834736,28.5
61902414,5.7
61990738,127.0
62078957,3520.4999999999995
62097332,569.1
62317148,22.0
62352668,51.0
62418323,262.6
62478196,149.5
62481936,239.39999999999998
62486194,339.0
62514874,9.3
62539628,27.500000000000004
62545742,505.3
62562867,97.0
62601134,11.6
62633395,489.30000000000007
62654923,603.5
62658713,18.7
62666911,225.4
62705916,4082.300000000001
62784536,165.0
62811725,109.2
62858973,91.69999999999999
62878249,3291.6999999999994
62885387,1.1
62923086,91.0
62985928,82.10000000000001
62990992,5724.799999999994
63020970,0.1
63024728,42.0
63075948,60.0
63098418,2710.4
63122679,102.8
63157803,4801.199999999998
63263519,14.0
63276972,446.7999999999999
63291011,0.4
63391345,1.2
63441045,28.0
63441290,1628.9999999999995
63454504,4.0
63489649,67.0
63539914,5.300000000000001
63555332,237.0
63605342,39.7
63615483,7190.400000000001
63655097,0.6
63660695,322.2
63671946,96.8
63678282,56.2
63702300,2758.8999999999996
63750749,23.6
63753977,6.1
63763909,13.3
63808332,476.0
